date,year,month,day,artist,mix_title,full_title
2002-04-21,2002,04,21,Circulation,Essential Mix,2002-04-21 - Circulation - Essential Mix
2002-04-28,2002,04,28,Roger Sanchez,Essential Mix,2002-04-28 - Roger Sanchez - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2002-04-28 - Pete Tong, BT @ Coachella Festival (Essential Mix, 2002-05-05)"
2002-05-12,2002,05,12,Chris Cowie,Essential Mix,2002-05-12 - Chris Cowie - Essential Mix
2002-05-19,2002,05,19,Derrick Carter,Essential Mix,2002-05-19 - Derrick Carter - Essential Mix
2002-05-26,2002,05,26,Greg Vickers,Essential Mix,2002-05-26 - Greg Vickers - Essential Mix
2002-06-02,2002,06,02,"Pete Tong, Laurent Garnier, Tiësto @ Homelands",Essential Mix,"2002-06-02 - Pete Tong, Laurent Garnier, Tiësto @ Homelands - Essential Mix"
2002-06-09,2002,06,09,Michel de Hey,Essential Mix,2002-06-09 - Michel de Hey - Essential Mix
2002-06-16,2002,06,16,Seamus Haji,Essential Mix,2002-06-16 - Seamus Haji - Essential Mix
2002-06-23,2002,06,23,Mr. C,Essential Mix,2002-06-23 - Mr. C - Essential Mix
2002-06-30,2002,06,30,Layo & Bushwacka! @ Glastonbury Festival,Essential Mix,2002-06-30 - Layo & Bushwacka! @ Glastonbury Festival - Essential Mix
2002-07-07,2002,07,07,"Fergie @ Trade, Turnmills, London",Essential Mix,"2002-07-07 - Fergie @ Trade, Turnmills, London - Essential Mix"
2002-07-14,2002,07,14,"Paul van Dyk @ Columbia Halle, LoveParade, Berlin",Essential Mix,"2002-07-14 - Paul van Dyk @ Columbia Halle, LoveParade, Berlin - Essential Mix"
2002-07-21,2002,07,21,MYNC Project,Essential Mix,2002-07-21 - MYNC Project - Essential Mix
2002-07-28,2002,07,28,Danny Howells,Essential Mix,2002-07-28 - Danny Howells - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2002-08-04 - Seb Fontaine, Sasha, Pete Tong @ Manumission, Privilege, Ibiza (Essential Mix)"
2002-08-11,2002,08,11,"Pete Tong @ Space, Ibiza",Essential Mix,"2002-08-11 - Pete Tong @ Space, Ibiza - Essential Mix"
2002-08-18,2002,08,18,Timo Maas,Essential Mix,2002-08-18 - Timo Maas - Essential Mix
2002-08-25,2002,08,25,VA @ Creamfields,Essential Mix,2002-08-25 - VA @ Creamfields - Essential Mix
2002-08-27,2002,08,27,VA @ Creamfields,Essential Mix,2002-08-27 - VA @ Creamfields - Essential Mix
2002-09-01,2002,09,01,X-Press 2,Essential Mix,2002-09-01 - X-Press 2 - Essential Mix
2002-09-08,2002,09,08,Tim Deluxe,Essential Mix,2002-09-08 - Tim Deluxe - Essential Mix
2002-09-15,2002,09,15,Rui Da Silva,Essential Mix,2002-09-15 - Rui Da Silva - Essential Mix
2002-09-22,2002,09,22,Dirty Vegas,Essential Mix,2002-09-22 - Dirty Vegas - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2002-09-29 - Pete Tong, Erick Morillo @ Shindig (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"2002-10-06 - John Digweed @ 4 Years Bedrock, Heaven, London (Essential Mix)"
2002-10-13,2002,10,13,Groove Armada,Essential Mix,2002-10-13 - Groove Armada - Essential Mix
2002-10-20,2002,10,20,Marco V,Essential Mix,2002-10-20 - Marco V - Essential Mix
2002-10-27,2002,10,27,"Dave Congreve, Pete Tong @ The Bomb",Essential Mix,"2002-10-27 - Dave Congreve, Pete Tong @ The Bomb - Essential Mix"
2002-11-03,2002,11,03,Bob Sinclar,Essential Mix,2002-11-03 - Bob Sinclar - Essential Mix
2002-11-10,2002,11,10,"Sven Väth, Richie Hawtin",Essential Mix,"2002-11-10 - Sven Väth, Richie Hawtin - Essential Mix"
2002-11-17,2002,11,17,"Daniel Kelly, John Kelly",Essential Mix,"2002-11-17 - Daniel Kelly, John Kelly - Essential Mix"
2002-11-24,2002,11,24,Death In Vegas,Essential Mix,2002-11-24 - Death In Vegas - Essential Mix
2002-11-24,2002,11,24,Richard Fearless,Essential Mix,2002-11-24 - Richard Fearless - Essential Mix
2002-12-01,2002,12,01,"Sander Kleinenberg, Seb Fontaine @ Liquid Rooms, Edinburgh, UK",Essential Mix,"2002-12-01 - Sander Kleinenberg, Seb Fontaine @ Liquid Rooms, Edinburgh, UK - Essential Mix"
2002-12-08,2002,12,08,Francesco Farfa,Essential Mix,2002-12-08 - Francesco Farfa - Essential Mix
2002-12-15,2002,12,15,Adam Beyer,Essential Mix,2002-12-15 - Adam Beyer - Essential Mix
2002-12-22,2002,12,22,Carl Cox,Essential Mix,2002-12-22 - Carl Cox - Essential Mix
2002-12-29,2002,12,29,"Sasha, John Digweed",Essential Mix,"2002-12-29 - Sasha, John Digweed - Essential Mix"
2002-12-31,2002,12,31,VA @ NYE,"Donegall Square, Belfast - Essential Mix","2002-12-31 - VA @ NYE - Donegall Square, Belfast - Essential Mix"
2003-01-05,2003,01,05,Audio Bullys,Essential Mix,2003-01-05 - Audio Bullys - Essential Mix
2003-01-12,2003,01,12,Ashley Casselle,Essential Mix,2003-01-12 - Ashley Casselle - Essential Mix
2003-01-19,2003,01,19,Paul Jackson,Essential Mix,2003-01-19 - Paul Jackson - Essential Mix
2003-01-26,2003,01,26,"Lottie, Yousef @ Back2Basics, Leeds",Essential Mix,"2003-01-26 - Lottie, Yousef @ Back2Basics, Leeds - Essential Mix"
2003-02-02,2003,02,02,"Pete Tong, Onionz @ Centro Fly, NYC",Essential Mix,"2003-02-02 - Pete Tong, Onionz @ Centro Fly, NYC - Essential Mix"
2003-02-09,2003,02,09,Armin van Buuren,Essential Mix,2003-02-09 - Armin van Buuren - Essential Mix
2003-02-16,2003,02,16,Guy Williams,Essential Mix,2003-02-16 - Guy Williams - Essential Mix
2003-02-23,2003,02,23,Moshic,Essential Mix,2003-02-23 - Moshic - Essential Mix
2003-03-02,2003,03,02,"Danny Krivit, Pete Tong",Essential Mix,"2003-03-02 - Danny Krivit, Pete Tong - Essential Mix"
2003-03-09,2003,03,09,Gabriel & Dresden,Essential Mix,2003-03-09 - Gabriel & Dresden - Essential Mix
2003-03-16,2003,03,16,Groove Armada,Essential Mix,2003-03-16 - Groove Armada - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2003-03-22 - Sandra Collins, Pete Tong @ Ultra 5, WMC (Essential Mix)"
2003-03-30,2003,03,30,DJ Shadow,Essential Mix,2003-03-30 - DJ Shadow - Essential Mix
2003-04-06,2003,04,06,High Contrast,Essential Mix,2003-04-06 - High Contrast - Essential Mix
2003-04-13,2003,04,13,Nils Noa,Essential Mix,2003-04-13 - Nils Noa - Essential Mix
2003-04-20,2003,04,20,DJ Heather,Essential Mix,2003-04-20 - DJ Heather - Essential Mix
2003-04-27,2003,04,27,The Scumfrog,Essential Mix,2003-04-27 - The Scumfrog - Essential Mix
2003-05-04,2003,05,04,Eddie Halliwell,Essential Mix,2003-05-04 - Eddie Halliwell - Essential Mix
2003-05-11,2003,05,11,Adam Freeland,Essential Mix,2003-05-11 - Adam Freeland - Essential Mix
2003-05-18,2003,05,18,Phil Kieran,Essential Mix,2003-05-18 - Phil Kieran - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2003-05-25 - DJ Marky, Jeff Mills @ We Love... Homelands, Matterley Bowl, Winchester, UK (Essential Mix)"
2003-06-01,2003,06,01,Nic Fanciulli,Essential Mix,2003-06-01 - Nic Fanciulli - Essential Mix
2003-06-08,2003,06,08,Sander Kleinenberg,Essential Mix,2003-06-08 - Sander Kleinenberg - Essential Mix
2003-06-15,2003,06,15,Plump DJs,Essential Mix,2003-06-15 - Plump DJs - Essential Mix
2003-06-22,2003,06,22,DJ Yoda & Dan Greenpeace,Essential Mix,2003-06-22 - DJ Yoda & Dan Greenpeace - Essential Mix
2003-06-29,2003,06,29,"Erol Alkan, Mr. C, Layo & Bushwacka! @ Glastonbury Festival",Essential Mix,"2003-06-29 - Erol Alkan, Mr. C, Layo & Bushwacka! @ Glastonbury Festival - Essential Mix"
2003-07-06,2003,07,06,Murk,Essential Mix,2003-07-06 - Murk - Essential Mix
2003-07-13,2003,07,13,Sven Väth,Essential Mix,2003-07-13 - Sven Väth - Essential Mix
2003-07-20,2003,07,20,Planet Funk,Essential Mix,2003-07-20 - Planet Funk - Essential Mix
2003-07-27,2003,07,27,"Tom Stephan, Antoine 909",Essential Mix,"2003-07-27 - Tom Stephan, Antoine 909 - Essential Mix"
2003-08-03,2003,08,03,Agoria,Essential Mix,2003-08-03 - Agoria - Essential Mix
2003-08-10,2003,08,10,"VA @ Club Eden & Amnesia, Ibiza",Essential Mix,"2003-08-10 - VA @ Club Eden & Amnesia, Ibiza - Essential Mix"
2003-08-17,2003,08,17,Carl Cox (Space Terrace),Essential Mix,2003-08-17 - Carl Cox (Space Terrace) - Essential Mix
2003-08-24,2003,08,24,"Sasha, Pete Tong @ Creamfields",Essential Mix,"2003-08-24 - Sasha, Pete Tong @ Creamfields - Essential Mix"
2003-08-31,2003,08,31,Radio Slave,Essential Mix,2003-08-31 - Radio Slave - Essential Mix
2003-09-07,2003,09,07,VA @ 10 Years Wall Of Sound,Essential Mix,2003-09-07 - VA @ 10 Years Wall Of Sound - Essential Mix
2003-09-14,2003,09,14,Pete Gooding,Essential Mix - Special Ibiza Heroes,2003-09-14 - Pete Gooding - Essential Mix - Special Ibiza Heroes
2003-09-20,2003,09,20,Smokin' Jo,Essential Mix - Special Ibiza Heroes,2003-09-20 - Smokin' Jo - Essential Mix - Special Ibiza Heroes
2003-09-28,2003,09,28,"Pete Tong, Alan Simms @ Shine",Essential Mix,"2003-09-28 - Pete Tong, Alan Simms @ Shine - Essential Mix"
2003-10-05,2003,10,05,Steve Lawler,Essential Mix,2003-10-05 - Steve Lawler - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2003-10-12 - Futureshock, Seb Fontaine @ Type, The Cross, London (Essential Mix)"
2003-10-19,2003,10,19,Wally Lopez,Essential Mix,2003-10-19 - Wally Lopez - Essential Mix
2003-10-26,2003,10,26,The Rapture,Essential Mix,2003-10-26 - The Rapture - Essential Mix
2003-11-02,2003,11,02,"Tula, Fatboy Slim @ One Live, Brighton, UK",Essential Mix,"2003-11-02 - Tula, Fatboy Slim @ One Live, Brighton, UK - Essential Mix"
2003-11-09,2003,11,09,"Phil Hartnoll, Krysko, Greg Vickers @ The Tribal Gathering Weekender",Essential Mix,"2003-11-09 - Phil Hartnoll, Krysko, Greg Vickers @ The Tribal Gathering Weekender - Essential Mix"
2003-11-16,2003,11,16,Lee Coombs,Essential Mix,2003-11-16 - Lee Coombs - Essential Mix
2003-11-23,2003,11,23,Ralph Lawson,Essential Mix,2003-11-23 - Ralph Lawson - Essential Mix
2003-11-30,2003,11,30,DJ Gregory,Essential Mix,2003-11-30 - DJ Gregory - Essential Mix
2003-12-07,2003,12,07,Valentino Kanzyani,Essential Mix,2003-12-07 - Valentino Kanzyani - Essential Mix
2003-12-14,2003,12,14,"DJ Heather, Yousef @ Circus, Liverpool",Essential Mix,"2003-12-14 - DJ Heather, Yousef @ Circus, Liverpool - Essential Mix"
2003-12-21,2003,12,21,Paul van Dyk,Essential Mix,2003-12-21 - Paul van Dyk - Essential Mix
2003-12-28,2003,12,28,Erick Morillo,Essential Mix,2003-12-28 - Erick Morillo - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2003-12-31 - VA @ Shine, Belfast (Essential Mix)"
2004-01-04,2004,01,04,Infusion,Essential Mix,2004-01-04 - Infusion - Essential Mix
2004-01-11,2004,01,11,Switch,Essential Mix,2004-01-11 - Switch - Essential Mix
2004-01-18,2004,01,18,Aldrin,Essential Mix,2004-01-18 - Aldrin - Essential Mix
2004-01-25,2004,01,25,Adam Sheridan,Essential Mix,2004-01-25 - Adam Sheridan - Essential Mix
2004-02-01,2004,02,01,DJ Touche,Essential Mix,2004-02-01 - DJ Touche - Essential Mix
2004-02-08,2004,02,08,Ferry Corsten,Essential Mix,2004-02-08 - Ferry Corsten - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,2004-02-15 - Pete Tong @ Syndicate (Essential Mix)
2004-02-22,2004,02,22,James Zabiela,Essential Mix,2004-02-22 - James Zabiela - Essential Mix
2004-02-29,2004,02,29,Harry 'Choo Choo' Romero,Essential Mix,2004-02-29 - Harry 'Choo Choo' Romero - Essential Mix
2004-03-07,2004,03,07,"Pete Tong, Sander Kleinenberg @ Ultra Festival, WMC",Essential Mix,"2004-03-07 - Pete Tong, Sander Kleinenberg @ Ultra Festival, WMC - Essential Mix"
2004-03-14,2004,03,14,Rob Tissera,Essential Mix,2004-03-14 - Rob Tissera - Essential Mix
2004-03-21,2004,03,21,DJ Marky & XRS,Essential Mix,2004-03-21 - DJ Marky & XRS - Essential Mix
2004-03-28,2004,03,28,Christopher Lawrence,Essential Mix,2004-03-28 - Christopher Lawrence - Essential Mix
2004-04-04,2004,04,04,Armand Van Helden,Essential Mix,2004-04-04 - Armand Van Helden - Essential Mix
2004-04-11,2004,04,11,Dave Clarke,Essential Mix,2004-04-11 - Dave Clarke - Essential Mix
2004-04-18,2004,04,18,Paul Woolford,Essential Mix,2004-04-18 - Paul Woolford - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2004-04-25 - Armin van Buuren, Tall Paul @ One Big Weekend (Essential Mix)"
unknown,unknown,unknown,unknown,unknown,unknown,"2004-05-01 - Sasha, John Digweed @ Renaissance, Shugborough Hall, Staffordshire, UK (Essential Mix, 2004-05-09)"
2004-05-02,2004,05,02,Rob Da Bank & The Cuban Brothers,Essential Mix,2004-05-02 - Rob Da Bank & The Cuban Brothers - Essential Mix
2004-05-16,2004,05,16,Danny Rampling,Essential Mix,2004-05-16 - Danny Rampling - Essential Mix
2004-05-23,2004,05,23,Junior Jack & Kid Creme,Essential Mix,2004-05-23 - Junior Jack & Kid Creme - Essential Mix
2004-05-30,2004,05,30,"Plump DJs, Danny Howells @ Homelands",Essential Mix,"2004-05-30 - Plump DJs, Danny Howells @ Homelands - Essential Mix"
2004-06-06,2004,06,06,Above & Beyond,Essential Mix,2004-06-06 - Above & Beyond - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2004-06-13 - VA @ Euro2004 Special, Lisbon, Portugal (Essential Mix)"
2004-06-20,2004,06,20,Craig Richards,Essential Mix,2004-06-20 - Craig Richards - Essential Mix
2004-06-27,2004,06,27,VA @ Glastonbury,Essential Mix,2004-06-27 - VA @ Glastonbury - Essential Mix
2004-07-04,2004,07,04,"BK, Pete Wardman @ Big Gay Out",Essential Mix,"2004-07-04 - BK, Pete Wardman @ Big Gay Out - Essential Mix"
2004-07-11,2004,07,11,Behrouz,Essential Mix,2004-07-11 - Behrouz - Essential Mix
2004-07-18,2004,07,18,"Judge Jules, Lee Haslam, Tidy Boys @ Tidy Weekender",Essential Mix,"2004-07-18 - Judge Jules, Lee Haslam, Tidy Boys @ Tidy Weekender - Essential Mix"
2004-07-25,2004,07,25,Stanton Warriors,Essential Mix,2004-07-25 - Stanton Warriors - Essential Mix
2004-08-01,2004,08,01,Paolo Mojo,Essential Mix,2004-08-01 - Paolo Mojo - Essential Mix
2004-08-08,2004,08,08,"VA @ Cream, Amnesia, Ibiza",Essential Mix,"2004-08-08 - VA @ Cream, Amnesia, Ibiza - Essential Mix"
2004-08-15,2004,08,15,Sandra Collins,Essential Mix,2004-08-15 - Sandra Collins - Essential Mix
2004-08-22,2004,08,22,Scratch Perverts,Essential Mix,2004-08-22 - Scratch Perverts - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2004-08-29 - Deep Dish @ Creamfields, Essential Mix"
2004-09-05,2004,09,05,Slam,Essential Mix,2004-09-05 - Slam - Essential Mix
2004-09-12,2004,09,12,Dave Seaman,Essential Mix,2004-09-12 - Dave Seaman - Essential Mix
2004-09-19,2004,09,19,"VA @ One Big Weekend, Birmingham, UK",Essential Mix,"2004-09-19 - VA @ One Big Weekend, Birmingham, UK - Essential Mix"
2004-09-26,2004,09,26,Mark Knight & Martijn Ten Velden,Essential Mix,2004-09-26 - Mark Knight & Martijn Ten Velden - Essential Mix
2004-10-03,2004,10,03,Desyn Masiello,Essential Mix,2004-10-03 - Desyn Masiello - Essential Mix
2004-10-10,2004,10,10,Marco V,Essential Mix,2004-10-10 - Marco V - Essential Mix
2004-10-17,2004,10,17,Mutiny,Essential Mix,2004-10-17 - Mutiny - Essential Mix
2004-10-24,2004,10,24,Bugz In The Attic,Essential Mix,2004-10-24 - Bugz In The Attic - Essential Mix
2004-10-31,2004,10,31,King Unique,Essential Mix,2004-10-31 - King Unique - Essential Mix
2004-11-07,2004,11,07,Matthew Dekay,Essential Mix,2004-11-07 - Matthew Dekay - Essential Mix
2004-11-14,2004,11,14,Meat Katie,Essential Mix,2004-11-14 - Meat Katie - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2004-11-21 - Timo Maas @ Boom Shaboom, Edinburgh (Essential Mix)"
2004-11-28,2004,11,28,Blackstrobe,Essential Mix,2004-11-28 - Blackstrobe - Essential Mix
2004-12-05,2004,12,05,Lisa Lashes,Essential Mix,2004-12-05 - Lisa Lashes - Essential Mix
2004-12-12,2004,12,12,Roni Size,Essential Mix,2004-12-12 - Roni Size - Essential Mix
2004-12-19,2004,12,19,Kings Of Tomorrow,Essential Mix,2004-12-19 - Kings Of Tomorrow - Essential Mix
2004-12-26,2004,12,26,Above & Beyond,Essential Mix,2004-12-26 - Above & Beyond - Essential Mix
2005-01-02,2005,01,02,2 Many DJ's,Radio Soulwax - Essential Mix,2005-01-02 - 2 Many DJ's - Radio Soulwax - Essential Mix
2005-01-09,2005,01,09,High Contrast,Essential Mix,2005-01-09 - High Contrast - Essential Mix
2005-01-16,2005,01,16,Jon O'Bir,Essential Mix,2005-01-16 - Jon O'Bir - Essential Mix
2005-01-23,2005,01,23,David Guetta,Essential Mix,2005-01-23 - David Guetta - Essential Mix
2005-01-30,2005,01,30,Pete Heller,Essential Mix,2005-01-30 - Pete Heller - Essential Mix
2005-02-06,2005,02,06,"Nic Fanciulli, Pete Tong (8 Years Club Class)",Essential Mix,"2005-02-06 - Nic Fanciulli, Pete Tong (8 Years Club Class) - Essential Mix"
2005-02-13,2005,02,13,Eddie Halliwell,Essential Mix,2005-02-13 - Eddie Halliwell - Essential Mix
2005-02-20,2005,02,20,Ben Watt,Essential Mix,2005-02-20 - Ben Watt - Essential Mix
2005-02-27,2005,02,27,Krafty Kuts,Essential Mix,2005-02-27 - Krafty Kuts - Essential Mix
2005-03-06,2005,03,06,Silicone Soul,Essential Mix,2005-03-06 - Silicone Soul - Essential Mix
2005-03-13,2005,03,13,Eric Prydz,Essential Mix,2005-03-13 - Eric Prydz - Essential Mix
2005-03-20,2005,03,20,Evil Nine,Essential Mix,2005-03-20 - Evil Nine - Essential Mix
2005-03-27,2005,03,27,"VA @ Nikki Beach, WMC",Essential Mix,"2005-03-27 - VA @ Nikki Beach, WMC - Essential Mix"
2005-04-03,2005,04,03,Yoji Biomehanika,Essential Mix,2005-04-03 - Yoji Biomehanika - Essential Mix
2005-04-10,2005,04,10,Mylo,Essential Mix,2005-04-10 - Mylo - Essential Mix
2005-04-17,2005,04,17,"VA @ Skolbeats Festival, Sao Paulo",Essential Mix,"2005-04-17 - VA @ Skolbeats Festival, Sao Paulo - Essential Mix"
unknown,unknown,unknown,unknown,unknown,unknown,"2005-04-16 - Tiësto @ Disneyland, Paris (Essential Mix, 2005-04-24)"
2005-05-01,2005,05,01,Andy C,Essential Mix,2005-05-01 - Andy C - Essential Mix
2005-05-08,2005,05,08,"VA @ One Big Weekend, Sunderland",Essential Mix,"2005-05-08 - VA @ One Big Weekend, Sunderland - Essential Mix"
2005-05-15,2005,05,15,Tom Middleton,Essential Mix,2005-05-15 - Tom Middleton - Essential Mix
2005-05-22,2005,05,22,Sasha @ Maida Vale Studios (Ableton Live Special),Essential Mix,2005-05-22 - Sasha @ Maida Vale Studios (Ableton Live Special) - Essential Mix
2005-05-29,2005,05,29,Bob Sinclar,Essential Mix,2005-05-29 - Bob Sinclar - Essential Mix
2005-06-05,2005,06,05,Tom Neville,Essential Mix,2005-06-05 - Tom Neville - Essential Mix
2005-06-12,2005,06,12,Anne Savage,Essential Mix,2005-06-12 - Anne Savage - Essential Mix
2005-06-19,2005,06,19,Deep Dish,Essential Mix,2005-06-19 - Deep Dish - Essential Mix
2005-06-26,2005,06,26,"James Lavelle, Darren Emerson @ Glastonbury",Essential Mix,"2005-06-26 - James Lavelle, Darren Emerson @ Glastonbury - Essential Mix"
2005-07-09,2005,07,09,Masters At Work,Essential Mix,2005-07-09 - Masters At Work - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2005-07-10 - DJ Sneak, Richie Hawtin vs Ricardo Villalobos @ T In The Park (Essential Mix)"
2005-07-17,2005,07,17,Steve Lawler,Essential Mix,2005-07-17 - Steve Lawler - Essential Mix
2005-07-24,2005,07,24,Martin Solveig,Essential Mix,2005-07-24 - Martin Solveig - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2005-07-31 - VA @ Global Gathering, Essential Mix"
unknown,unknown,unknown,unknown,unknown,unknown,"2005-08-04 - Tiësto @ Cream, Amnesia, Ibiza (Essential Mix, 2005-08-07)"
2005-08-14,2005,08,14,"VA @ Space, Ibiza",Essential Mix,"2005-08-14 - VA @ Space, Ibiza - Essential Mix"
2005-08-21,2005,08,21,"Tania Vulcano, Loco Dice @ Circo Loco, DC10, Ibiza",Essential Mix,"2005-08-21 - Tania Vulcano, Loco Dice @ Circo Loco, DC10, Ibiza - Essential Mix"
2005-08-28,2005,08,28,"Wally Lopez @ Pure Pacha, Pacha, Ibiza",Essential Mix,"2005-08-28 - Wally Lopez @ Pure Pacha, Pacha, Ibiza - Essential Mix"
2005-09-04,2005,09,04,Murk,Essential Mix,2005-09-04 - Murk - Essential Mix
2005-09-11,2005,09,11,Audio Bullys,Essential Mix,2005-09-11 - Audio Bullys - Essential Mix
2005-09-18,2005,09,18,Pendulum,Essential Mix,2005-09-18 - Pendulum - Essential Mix
2005-09-25,2005,09,25,Angello & Ingrosso,Essential Mix,2005-09-25 - Angello & Ingrosso - Essential Mix
2005-10-02,2005,10,02,Paul Woolford,Essential Mix,2005-10-02 - Paul Woolford - Essential Mix
2005-10-09,2005,10,09,"Tidy Boys, Amber D @ Tidy Weekender, UK",Essential Mix,"2005-10-09 - Tidy Boys, Amber D @ Tidy Weekender, UK - Essential Mix"
2005-10-16,2005,10,16,Chris Liebing,Essential Mix,2005-10-16 - Chris Liebing - Essential Mix
2005-10-23,2005,10,23,Matt Hardwick,Essential Mix,2005-10-23 - Matt Hardwick - Essential Mix
2005-10-30,2005,10,30,Joey Negro,Essential Mix,2005-10-30 - Joey Negro - Essential Mix
2005-11-06,2005,11,06,M.A.N.D.Y.,Essential Mix,2005-11-06 - M.A.N.D.Y. - Essential Mix
2005-11-13,2005,11,13,Tom Novy,Essential Mix,2005-11-13 - Tom Novy - Essential Mix
2005-11-20,2005,11,20,"C2C, ie.MERG",Essential Mix,"2005-11-20 - C2C, ie.MERG - Essential Mix"
2005-11-27,2005,11,27,Rennie Pilgrem,Essential Mix,2005-11-27 - Rennie Pilgrem - Essential Mix
2005-12-04,2005,12,04,Erol Alkan,Essential Mix,2005-12-04 - Erol Alkan - Essential Mix
2005-12-11,2005,12,11,Shy FX,Essential Mix,2005-12-11 - Shy FX - Essential Mix
2005-12-18,2005,12,18,DJ Hell,Essential Mix,2005-12-18 - DJ Hell - Essential Mix
2005-12-25,2005,12,25,Danny Rampling,Essential Mix (Christmas Special),2005-12-25 - Danny Rampling - Essential Mix (Christmas Special)
2006-01-01,2006,01,01,Sasha,Essential Mix,2006-01-01 - Sasha - Essential Mix
2006-01-08,2006,01,08,Francois K,Essential Mix,2006-01-08 - Francois K - Essential Mix
2006-01-15,2006,01,15,Cagedbaby,Essential Mix,2006-01-15 - Cagedbaby - Essential Mix
2006-01-22,2006,01,22,Yousef,Essential Mix,2006-01-22 - Yousef - Essential Mix
2006-01-29,2006,01,29,Coldcut,Essential Mix,2006-01-29 - Coldcut - Essential Mix
2006-02-05,2006,02,05,Layo & Bushwacka!,Essential Mix,2006-02-05 - Layo & Bushwacka! - Essential Mix
2006-02-12,2006,02,12,"Plastician, Digital Mystikz, Roll Deep",Essential Mix,"2006-02-12 - Plastician, Digital Mystikz, Roll Deep - Essential Mix"
unknown,unknown,unknown,unknown,unknown,unknown,"2006-02-11 - Armin van Buuren, Judge Jules @ Trance Energy, Jaarbeurs, Utrecht (Essential Mix, 2006-02-19)"
2006-02-26,2006,02,26,"Pete Tong @ Ministry Of Sound, London",Essential Mix,"2006-02-26 - Pete Tong @ Ministry Of Sound, London - Essential Mix"
2006-03-05,2006,03,05,Alex Smoke,Essential Mix,2006-03-05 - Alex Smoke - Essential Mix
2006-03-12,2006,03,12,"Colin Hamilton, Pete Tong @ 10 Years Lush",Essential Mix,"2006-03-12 - Colin Hamilton, Pete Tong @ 10 Years Lush - Essential Mix"
2006-03-19,2006,03,19,"Nathan Fake, James Holden",Essential Mix,"2006-03-19 - Nathan Fake, James Holden - Essential Mix"
2006-03-26,2006,03,26,"Desyn Masiello, Demi & Omid 16B",Essential Mix,"2006-03-26 - Desyn Masiello, Demi & Omid 16B - Essential Mix"
2006-04-02,2006,04,02,"Mark Farina, Josh Wink (WMC)",Essential Mix,"2006-04-02 - Mark Farina, Josh Wink (WMC) - Essential Mix"
2006-04-09,2006,04,09,Tiga,Essential Mix,2006-04-09 - Tiga - Essential Mix
2006-04-16,2006,04,16,Friction,Essential Mix,2006-04-16 - Friction - Essential Mix
2006-04-23,2006,04,23,Nic Fanciulli,Essential Mix,2006-04-23 - Nic Fanciulli - Essential Mix
2006-04-30,2006,04,30,Paul Oakenfold,Essential Mix,2006-04-30 - Paul Oakenfold - Essential Mix
2006-05-07,2006,05,07,Gabriel & Dresden,Essential Mix,2006-05-07 - Gabriel & Dresden - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2006-05-14 - VA @ One Big Weekend, Club London, Dundee, UK"
2006-05-21,2006,05,21,MYNC Project,Essential Mix,2006-05-21 - MYNC Project - Essential Mix
2006-05-28,2006,05,28,Tiefschwarz,Essential Mix,2006-05-28 - Tiefschwarz - Essential Mix
2006-06-04,2006,06,04,"Paul van Dyk @ Coloursfest, Glasgow",Essential Mix,"2006-06-04 - Paul van Dyk @ Coloursfest, Glasgow - Essential Mix"
2006-06-11,2006,06,11,Damian Lazarus,Essential Mix,2006-06-11 - Damian Lazarus - Essential Mix
2006-06-18,2006,06,18,The Shapeshifters,Essential Mix,2006-06-18 - The Shapeshifters - Essential Mix
2006-06-25,2006,06,25,Sander van Doorn,Essential Mix,2006-06-25 - Sander van Doorn - Essential Mix
2006-07-02,2006,07,02,Booka Shade,Essential Mix,2006-07-02 - Booka Shade - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2006-07-09 - Slam, Jeff Mills @ The Slam Tent At T In The Park, Kinross, Scotland (Essential Mix)"
2006-07-16,2006,07,16,Max Graham,Essential Mix,2006-07-16 - Max Graham - Essential Mix
2006-07-23,2006,07,23,Âme,Essential Mix,2006-07-23 - Âme - Essential Mix
unknown,unknown,unknown,unknown,unknown,unknown,"2006-07-30 - VA @ Global Gathering, Essential Mix"
2006-08-06,2006,08,06,VA @ Space,Essential Mix,2006-08-06 - VA @ Space - Essential Mix
2006-08-07,2006,08,07,"Sander van Doorn, Judge Jules @ Club Eden",Essential Mix,"2006-08-07 - Sander van Doorn, Judge Jules @ Club Eden - Essential Mix"
